Year,State,Month,Region,Site,Lat,Long,Prevalence,MonitoringLocation,Mean Intensity
1998,VA,September,POCOMOKE SOUND,PARKER'S ROCK,,,36,,0.52
1998,VA,September,POCOMOKE SOUND,PARKERS ROCK,,,36,,0.52
1996,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,44,LE5.2,0.52
2018,VA,October,MOBJACK BAY,PULTZ BAR,37.35305,-76.352783,36,WE4.1,0.52
2017,VA,October,RAPPAHANNOCK RIVER,ROSS ROCK,37.901117,-76.789167,28,RET3.1,0.52
1992,VA,March,GREAT WICOMICO RIVER,SANDY POINT,,,52,,0.52
2004,MD,October,BROAD CREEK,DEEP NECK,38.740517,-76.2449,27,EE2.1,0.5
1990,MD,October,CHESTER RIVER,BUOY ROCK,38.994033,-76.213683,23,CB3.2,0.5
2011,MD,October,CHESTER RIVER,BUOY ROCK,38.994033,-76.213683,20,CB3.2,0.5
1991,MD,October,CHESTER RIVER,OLD FIELD (S),39.0843,-76.164883,20,CB3.2,0.5
2006,MD,October,CHOPTANK RIVER,COOK POINT (S),38.65405,-76.2793,40,EE2.1,0.5
2015,MD,October,CHOPTANK RIVER,LIGHTHOUSE,38.658367,-76.188183,23,ET4.2,0.5
2018,MD,October,CHOPTANK RIVER,ROYSTON,38.686017,-76.241333,17,EE2.1,0.5
2008,MD,October,CHOPTANK RIVER,SANDY HILL (S),38.598383,-76.113417,17,ET5.2,0.5
2018,MD,October,EASTERN BAY,HOLLICUT NOOSE,38.1186,-76.075933,17,EE3.1,0.5
2019,MD,October,EASTERN BAY,HOLLICUT NOOSE,38.1186,-76.075933,13,EE3.1,0.5
1990,MD,October,EASTERN BAY,PARSONS ISLAND,38.895883,-76.2602,20,ET4.2,0.5
2007,MD,October,HARRIS CREEK,TILGHMAN WHARF,38.704033,-76.315567,23,CB3.3W,0.5
2005,MD,October,LITTLE CHOPTANK RIVER,CASON (S),38.53645,-76.289033,33,EE2.1,0.5
2009,MD,October,LITTLE CHOPTANK RIVER,RAGGED POINT (LC),38.53645,-76.28903333,80,EE3.0,0.5
2013,MD,October,LITTLE CHOPTANK RIVER,RAGGED POINT (LC),38.53645,-76.28903333,97,EE3.0,0.5
2002,MD,October,MIDDLE BAY,FLAG POND,38.430133,-76.429017,37,ET5.1,0.5
2015,MD,October,MIDDLE BAY,FLAG POND,38.430133,-76.429017,18,ET5.1,0.5
2019,MD,October,MIDDLE BAY,FLAG POND,38.430133,-76.429017,13,ET5.1,0.5
1994,MD,October,MIDDLE BAY,HACKETT POINT,38.968733,-76.419317,23,CB4.1W,0.5
2019,MD,October,MIDDLE BAY,HACKETT POINT,38.968733,-76.419317,10,CB4.1W,0.5
1990,MD,October,MIDDLE BAY,HOLLAND POINT (S),38.739367,-76.511667,20,CB4.1W,0.5
1990,MD,October,MIDDLE BAY,STONE ROCK,38.64795,-76.3765,47,CB3.3W,0.5
2015,MD,October,MILES RIVER,LONG POINT (S),38.767233,-76.17735,20,EE1.1,0.5
2019,MD,October,PATUXENT RIVER,BROOME ISLAND,38.405133,-76.561167,13,LE1.1,0.5
2004,MD,October,POTOMAC RIVER,CORNFIELD HARBOR,38.0498,-76.333933,30,LE2.3,0.5
2000,MD,October,POTOMAC RIVER,LOWER CEDAR POINT,38.333783,-76.981867,17,RET4.2,0.5
2003,MD,October,POTOMAC RIVER,LOWER CEDAR POINT,38.333783,-76.981867,13,RET4.2,0.5
2005,VA,October,MOBJACK BAY,PULTZ BAR,37.35305,-76.352783,17,WE4.1,0.5
2016,VA,October,RAPPAHANNOCK RIVER,ROSS ROCK,37.901117,-76.789167,17,RET3.1,0.5
2019,MD,October,TANGIER SOUND,PINEY ISLAND EASY,38.0686,-75.90555,17,EE3.2,0.5
2011,MD,October,GREAT WICOMICO RIVER,MILLS WEST,38.334683,-76.860333,27,RET3.1,0.5
1992,VA,October,JAMES RIVER,DEEP WATER SHOAL,37.148883,-76.63555,40,LE5.1,0.48
1997,VA,October,JAMES RIVER,DEEP WATER SHOAL,37.148883,-76.63555,32,LE5.1,0.48
1992,VA,June,YEOCOMICO RIVER,HAMPTON HALL CREEK,,,48,,0.48
1991,VA,July,EASTERN SHORE,HOG ISLAND ,38.313117,-76.3947,32,ET5.1,0.48
2017,VA,October,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,32,RET3.2,0.48
2018,VA,October,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,32,RET3.2,0.48
2000,VA,October,RAPPAHANNOCK RIVER,ROSS ROCK,37.901117,-76.789167,32,RET3.1,0.48
1992,VA,May,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,48,LE3.1,0.48
2021,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,32,LE5.2,0.48
2013,VA,October,JAMES RIVER,MULBERRY POINT,37.119167,-76.63195,29,LE5.2,0.458333333
2000,VA,October,YORK RIVER,BELL ROCK,37.484167,-76.749717,28,RET4.3,0.44
1992,VA,May,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,44,RET3.2,0.44
2004,VA,October,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,28,RET3.2,0.44
2013,VA,October,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,28,RET3.2,0.44
1993,VA,September,RAPPAHANNOCK RIVER,DRUMMING GROUND,37.643883,-76.466383,28,LE3.4,0.44
2019,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,36,LE5.2,0.44
1992,VA,May,RAPPAHANNOCK RIVER,LONG POINT (S),38.767233,-76.17735,44,ET4.2,0.44
1992,VA,May,RAPPAHANNOCK RIVER,MORATTICO ,37.780533,-76.658183,44,LE3.1,0.44
2015,VA,October,JAMES RIVER,MULBERRY POINT,37.119167,-76.63195,28,LE5.2,0.44
1997,VA,October,POCOMOKE SOUND,PARKERS ROCK,,,28,,0.44
2017,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,20,LE5.2,0.44
2008,VA,October,MOBJACK BAY,PULTZ BAR,37.35305,-76.352783,28,WE4.1,0.44
1993,VA,May,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,44,LE3.1,0.44
2014,VA,October,JAMES RIVER,SWASH,37.092217,-76.612217,28,LE5.2,0.44
2005,MD,October,BROAD CREEK,DEEP NECK,38.740517,-76.2449,20,EE2.1,0.4
2003,VA,October,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,32,RET3.2,0.4
1996,MD,October,CHESTER RIVER,BUOY ROCK,38.994033,-76.213683,13,CB3.2,0.4
2014,MD,October,CHESTER RIVER,BUOY ROCK,38.994033,-76.213683,13,CB3.2,0.4
2019,MD,October,CHESTER RIVER,OLD FIELD (S),39.0843,-76.164883,17,CB3.2,0.4
2008,MD,October,CHOPTANK RIVER,COOK POINT (S),38.65405,-76.2793,13,EE2.1,0.4
2006,MD,October,CHOPTANK RIVER,LIGHTHOUSE,38.658367,-76.188183,30,ET4.2,0.4
2016,MD,October,CHOPTANK RIVER,LIGHTHOUSE,38.658367,-76.188183,10,ET4.2,0.4
2017,MD,October,CHOPTANK RIVER,LIGHTHOUSE,38.658367,-76.188183,17,ET4.2,0.4
2008,MD,October,CHOPTANK RIVER,ROYSTON,38.686017,-76.241333,17,EE2.1,0.4
2011,MD,October,CHOPTANK RIVER,ROYSTON,38.686017,-76.241333,13,EE2.1,0.4
2013,MD,October,EASTERN BAY,HOLLICUT NOOSE,38.1186,-76.075933,13,EE3.1,0.4
2011,MD,October,EASTERN BAY,PARSONS ISLAND,38.895883,-76.2602,10,ET4.2,0.4
2014,MD,October,EASTERN BAY,PARSONS ISLAND,38.895883,-76.2602,15,ET4.2,0.4
2019,MD,October,EASTERN BAY,PARSONS ISLAND,38.895883,-76.2602,7,ET4.2,0.4
2003,MD,October,LITTLE CHOPTANK RIVER,CASON (S),38.53645,-76.289033,17,EE2.1,0.4
2006,MD,October,LITTLE CHOPTANK RIVER,CASON (S),38.53645,-76.289033,23,EE2.1,0.4
2001,VA,October,RAPPAHANNOCK RIVER,HOG HOUSE ROCK,37.636183,-76.54255,16,LE3.2,0.4
2005,MD,October,MIDDLE BAY,HACKETT POINT,38.968733,-76.419317,13,CB4.1W,0.4
2006,MD,October,MIDDLE BAY,HOLLAND POINT (S),38.739367,-76.511667,10,CB4.1W,0.4
2010,MD,October,MIDDLE BAY,HOLLAND POINT (S),38.739367,-76.511667,13,CB4.1W,0.4
2011,MD,October,MIDDLE BAY,HOLLAND POINT (S),38.739367,-76.511667,17,CB4.1W,0.4
2016,VA,October,JAMES RIVER,LONG SHOAL,37.07635,-76.617133,16,LE5.2,0.4
2011,MD,October,MIDDLE BAY,STONE ROCK,38.64795,-76.3765,17,CB3.3W,0.4
1996,MD,October,MILES RIVER,LONG POINT (S),38.767233,-76.17735,20,EE1.1,0.4
2014,MD,October,MILES RIVER,LONG POINT (S),38.767233,-76.17735,10,EE1.1,0.4
1996,MD,October,PATUXENT RIVER,BROOME ISLAND,38.405133,-76.561167,17,LE1.1,0.4
2004,MD,October,POTOMAC RIVER,LOWER CEDAR POINT,38.333783,-76.981867,17,RET4.2,0.4
2011,MD,October,POTOMAC RIVER,LOWER CEDAR POINT,38.333783,-76.981867,20,RET4.2,0.4
2013,MD,October,POTOMAC RIVER,LOWER CEDAR POINT,38.333783,-76.981867,20,RET4.2,0.4
1992,MD,October,POTOMAC RIVER,RAGGED POINT (PR),38.09142,-76.60055,40,ET8.1,0.4
1990,VA,September,MOBJACK BAY,PULTZ BAR,37.35305,-76.352783,24,WE4.1,0.4
2019,MD,October,ST. MARY'S RIVER,PAGAN (S),38.1918,-76.443767,17,EE3.0,0.4
1992,MD,October,UPPER BAY,SWAN POINT,39.13995,-76.302417,23,CB3.2,0.4
2007,MD,October,UPPER BAY,SWAN POINT,39.13995,-76.302417,17,CB3.2,0.4
2009,MD,October,UPPER BAY,SWAN POINT,39.13995,-76.302417,23,CB3.2,0.4
2013,MD,October,UPPER BAY,SWAN POINT,39.13995,-76.302417,27,CB3.2,0.4
1998,MD,October,GREAT WICOMICO RIVER,MILLS WEST,38.334683,-76.860333,20,RET3.1,0.4
1992,VA,November,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,35,RET3.2,0.36
1993,VA,August,EASTERN SHORE,CRADDOCK CREEK,,,28,,0.36
1997,VA,October,PIANKATANK RIVER,GINNEY POINT,37.3533333,-76.4,36,WE4.1,0.36
2013,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,25,LE5.2,0.36
1991,VA,April,EASTERN SHORE,HUMP DRAIN,,,39,,0.36
2019,VA,October,RAPPAHANNOCK RIVER,MORATTICO,37.780533,-76.658183,20,LE3.1,0.36
2005,VA,October,JAMES RIVER,MULBERRY POINT,37.119167,-76.63195,36,LE5.2,0.36
2016,VA,October,JAMES RIVER,MULBERRY POINT,37.119167,-76.63195,20,LE5.2,0.36
2021,VA,October,JAMES RIVER,MULBERRY POINT,37.119167,-76.63195,28,LE5.2,0.36
1991,VA,May,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,36,LE3.1,0.36
1997,VA,October,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,22,LE3.1,0.36
1993,VA,May,RAPPAHANNOCK RIVER,MORATTICO ,37.780533,-76.658183,33,LE3.1,0.33
2015,VA,October,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,16,RET3.2,0.32
2019,VA,October,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,17,RET3.2,0.32
2014,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,16,LE5.2,0.32
2021,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,32,LE5.2,0.32
1994,MD,October,CHESTER RIVER,BUOY ROCK,38.994033,-76.213683,10,CB3.2,0.3
2012,MD,October,CHESTER RIVER,BUOY ROCK,38.994033,-76.213683,10,CB3.2,0.3
1991,MD,October,CHOPTANK RIVER,COOK POINT (S),38.65405,-76.2793,23,EE2.1,0.3
2005,MD,October,CHOPTANK RIVER,COOK POINT (S),38.65405,-76.2793,13,EE2.1,0.3
2007,MD,October,CHOPTANK RIVER,COOK POINT (S),38.65405,-76.2793,17,EE2.1,0.3
2013,MD,October,CHOPTANK RIVER,LIGHTHOUSE,38.658367,-76.188183,10,ET4.2,0.3
2014,MD,October,CHOPTANK RIVER,LIGHTHOUSE,38.658367,-76.188183,10,ET4.2,0.3
1994,MD,October,CHOPTANK RIVER,OYSTER SHELL POINT,38.589233,-76.005517,10,ET5.2,0.3
1998,MD,October,CHOPTANK RIVER,OYSTER SHELL POINT,38.589233,-76.005517,20,ET5.2,0.3
2005,MD,October,CHOPTANK RIVER,OYSTER SHELL POINT,38.589233,-76.005517,17,ET5.2,0.3
2004,MD,October,CHOPTANK RIVER,ROYSTON,38.686017,-76.241333,13,EE2.1,0.3
1990,MD,October,EASTERN BAY,HOLLICUT NOOSE,38.1186,-76.075933,30,EE3.1,0.3
2012,MD,October,EASTERN BAY,HOLLICUT NOOSE,38.1186,-76.075933,13,EE3.1,0.3
2006,MD,October,FISHING BAY,GOOSE CREEK,38.275533,-76.014233,8,EE3.0,0.3
2011,MD,October,FISHING BAY,GOOSE CREEK,38.275533,-76.014233,10,EE3.0,0.3
2016,MD,October,HOLLAND STRAITS,HOLLAND STRAITS,38.1186,-76.075933,13,EE3.1,0.3
2003,MD,October,LOWER BAY,BUTLER,38.109467,-76.3241,10,LE2.2,0.3
2005,MD,October,MIDDLE BAY,FLAG POND,38.430133,-76.429017,13,ET5.1,0.3
2014,MD,October,MIDDLE BAY,FLAG POND,38.430133,-76.429017,10,ET5.1,0.3
2015,MD,October,MIDDLE BAY,HACKETT POINT,38.968733,-76.419317,10,CB4.1W,0.3
2018,MD,October,MILES RIVER,LONG POINT (S),38.767233,-76.17735,7,EE1.1,0.3
1991,MD,October,POTOMAC RIVER,LOWER CEDAR POINT,38.333783,-76.981867,10,RET4.2,0.3
1996,MD,October,POTOMAC RIVER,LOWER CEDAR POINT,38.333783,-76.981867,3,RET4.2,0.3
2009,MD,October,POTOMAC RIVER,LOWER CEDAR POINT,38.333783,-76.981867,10,RET4.2,0.3
2012,MD,October,POTOMAC RIVER,LOWER CEDAR POINT,38.333783,-76.981867,20,RET4.2,0.3
1990,MD,October,POTOMAC RIVER,RAGGED POINT (PR),38.09142,-76.60055,97,ET8.1,0.3
1994,MD,October,ST. MARY'S RIVER,PAGAN (S),38.1918,-76.443767,10,EE3.0,0.3
1990,MD,October,TANGIER SOUND,SHARKFIN SHOAL,38.208167,-75.986383,23,EE3.0,0.3
2015,MD,October,UPPER BAY,SWAN POINT,39.13995,-76.302417,33,CB3.2,0.3
1996,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,28,LE5.2,0.28
2020,VA,September,RAPPAHANNOCK RIVER,MORATTICO,37.780533,-76.658183,12,LE3.1,0.28
2019,VA,October,JAMES RIVER,SWASH,37.092217,-76.612217,28,LE5.2,0.28
1996,VA,August,POCOMOKE SOUND,BYRD ROCK,,,40,,0.24
2017,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,24,LE5.2,0.24
2018,VA,October,JAMES RIVER,LONG SHOAL,37.07635,-76.617133,24,LE5.2,0.24
2014,VA,October,RAPPAHANNOCK RIVER,MORATTICO,37.780533,-76.658183,16,LE3.1,0.24
2017,VA,October,JAMES RIVER,MULBERRY POINT,37.119167,-76.63195,16,LE5.2,0.24
2019,VA,October,JAMES RIVER,MULBERRY POINT,37.119167,-76.63195,24,LE5.2,0.24
2003,VA,October,PATOMAC RIVER,NOMONI,,,16-Jan,,0.24
1992,VA,November,RAPPAHANNOCK RIVER,ROSS ROCK,37.901117,-76.789167,8,RET3.1,0.24
2013,VA,October,RAPPAHANNOCK RIVER,ROSS ROCK,37.901117,-76.789167,8,RET3.1,0.24
2015,VA,October,RAPPAHANNOCK RIVER,ROSS ROCK,37.901117,-76.789167,16,RET3.1,0.24
2014,VA,October,JAMES RIVER,LONG SHOAL,37.07635,-76.617133,21,LE5.2,0.208333333
2014,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,13,LE5.2,0.208333333
2015,MD,October,CHESTER RIVER,BUOY ROCK,38.994033,-76.213683,17,CB3.2,0.2
1990,MD,October,CHESTER RIVER,OLD FIELD (S),39.0843,-76.164883,17,CB3.2,0.2
1997,MD,October,CHESTER RIVER,OLD FIELD (S),39.0843,-76.164883,10,CB3.2,0.2
1990,MD,October,CHOPTANK RIVER,COOK POINT (S),38.65405,-76.2793,17,EE2.1,0.2
2012,MD,October,CHOPTANK RIVER,LIGHTHOUSE,38.658367,-76.188183,13,ET4.2,0.2
2018,MD,October,CHOPTANK RIVER,LIGHTHOUSE,38.658367,-76.188183,7,ET4.2,0.2
2019,MD,October,CHOPTANK RIVER,LIGHTHOUSE,38.658367,-76.188183,3,ET4.2,0.2
1996,MD,October,CHOPTANK RIVER,OYSTER SHELL POINT,38.589233,-76.005517,13,ET5.2,0.2
2013,MD,October,CHOPTANK RIVER,OYSTER SHELL POINT,38.589233,-76.005517,7,ET5.2,0.2
2005,MD,October,CHOPTANK RIVER,ROYSTON,38.686017,-76.241333,3,EE2.1,0.2
2009,MD,October,CHOPTANK RIVER,SANDY HILL (S),38.598383,-76.113417,13,ET5.2,0.2
2008,MD,October,FISHING BAY,GOOSE CREEK,38.275533,-76.014233,20,EE3.0,0.2
2010,MD,October,FISHING BAY,GOOSE CREEK,38.275533,-76.014233,10,EE3.0,0.2
2020,VA,October,JAMES RIVER,DRY SHOAL,37.061383,-76.603883,20,LE5.2,0.2
2009,MD,October,HARRIS CREEK,TILGHMAN WHARF,38.704033,-76.315567,10,CB3.3W,0.2
2013,MD,October,HARRIS CREEK,TILGHMAN WHARF,38.704033,-76.315567,10,CB3.3W,0.2
2018,MD,October,HOLLAND STRAITS,HOLLAND STRAITS,38.1186,-76.075933,7,EE3.1,0.2
1999,VA,October,YORK RIVER,GOODWIN IS REEF,,,20,EE3.0,0.2
1993,VA,September,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,20,CB5.4,0.2
1999,VA,October,RAPPAHANNOCK RIVER,HOG HOUSE ROCK,37.636183,-76.54255,20,LE3.2,0.2
1999,MD,October,LITTLE CHOPTANK RIVER,RAGGED POINT (LC),38.53645,-76.28903333,100,EE3.0,0.2
2003,MD,October,LITTLE CHOPTANK RIVER,RAGGED POINT (LC),38.53645,-76.28903333,43,EE3.0,0.2
2018,MD,October,LITTLE CHOPTANK RIVER,RAGGED POINT (LC),38.53645,-76.28903333,67,EE3.0,0.2
1992,VA,November,RAPPAHANNOCK RIVER,LITTLE GAP CHANNEL,,,23,,0.2
2004,MD,October,MIDDLE BAY,STONE ROCK,38.64795,-76.3765,10,CB3.3W,0.2
1993,VA,July,YEOCOMICO RIVER,LYNCH POINT,,,20,,0.2
1991,VA,May,RAPPAHANNOCK RIVER,MORATTICO ,37.780533,-76.658183,21,LE3.1,0.2
2002,VA,October,JAMES RIVER,NANSEMOND RIDGE,36.922217,-76.452783,12,LE5.2,0.2
1995,MD,October,POTOMAC RIVER,LOWER CEDAR POINT,38.333783,-76.981867,13,RET4.2,0.2
2005,MD,October,POTOMAC RIVER,LOWER CEDAR POINT,38.333783,-76.981867,13,RET4.2,0.2
2004,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,20,LE5.2,0.2
2019,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,20,LE5.2,0.2
2020,VA,September,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,12,LE5.2,0.2
2015,VA,October,MOBJACK BAY,PULTZ BAR,37.35305,-76.352783,12,WE4.1,0.2
2017,VA,October,MOBJACK BAY,PULTZ BAR,37.35305,-76.352783,20,WE4.1,0.2
2016,MD,October,TANGIER SOUND,OLD WOMAN'S LEG,37.95625,-75.962667,11,EE3.2,0.2
1995,MD,October,UPPER BAY,SWAN POINT,39.13995,-76.302417,20,CB3.2,0.2
1992,VA,May,JAMES RIVER,SWASH,37.092217,-76.612217,20,LE5.2,0.2
2015,VA,October,JAMES RIVER,SWASH,37.092217,-76.612217,12,LE5.2,0.2
1994,MD,October,GREAT WICOMICO RIVER,LANCASTER,38.276033,-76.824283,20,RET3.1,0.2
2015,MD,October,GREAT WICOMICO RIVER,LANCASTER,38.276033,-76.824283,3,RET3.1,0.2
2019,MD,October,GREAT WICOMICO RIVER,LANCASTER,38.276033,-76.824283,7,RET3.1,0.2
1993,VA,November,EASTERN SHORE,TOM'S COVE,,,12,,0.2
1990,MD,October,GREAT WICOMICO RIVER,MILLS WEST,38.334683,-76.860333,13,RET3.1,0.2
1994,MD,October,GREAT WICOMICO RIVER,MILLS WEST,38.334683,-76.860333,20,RET3.1,0.2
1997,MD,October,WYE RIVER,BRUFFS ISLAND,38.860283,-76.194117,17,EE1.1,0.2
1990,VA,September,PIANKATANK RIVER,BURTON POINT,37.515,-76.328333,16,LE3.7,0.16
2021,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,16,LE5.2,0.16
2020,VA,September,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,16,RET3.2,0.16
2015,VA,October,JAMES RIVER,LONG SHOAL,37.07635,-76.617133,16,LE5.2,0.16
1993,VA,October,PIANKATANK RIVER,PALACE BAR,37.526667,-76.37,16,LE3.7,0.16
1991,VA,July,EASTERN SHORE,ROGUES ISLAND,,,16,,0.16
1993,VA,May,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,12,RET3.2,0.12
2005,VA,October,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,12,RET3.2,0.12
2021,VA,September,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,12,RET3.2,0.12
2014,VA,October,JAMES RIVER,DEEP WATER SHOAL,37.148883,-76.63555,12,LE5.1,0.12
1991,VA,June,YEOCOMICO RIVER,HAMPTON HALL BRIDGE,,,12,,0.12
1991,VA,July,EASTERN SHORE,MACHIPONGO CREEK,,,12,,0.12
2001,VA,October,JAMES RIVER,NANSEMOND RIDGE,36.922217,-76.452783,12,LE5.2,0.12
2016,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,12,LE5.2,0.12
2016,VA,October,JAMES RIVER,SWASH,37.092217,-76.612217,12,LE5.2,0.12
2005,VA,October,MOBJACK BAY,TOW STAKE,37.338883,-76.386117,12,WE4.1,0.12
2019,MD,October,CHESTER RIVER,BUOY ROCK,38.994033,-76.213683,3,CB3.2,0.1
2009,MD,October,CHOPTANK RIVER,COOK POINT (S),38.65405,-76.2793,7,EE2.1,0.1
2009,MD,October,CHOPTANK RIVER,LIGHTHOUSE,38.658367,-76.188183,10,ET4.2,0.1
2010,MD,October,CHOPTANK RIVER,LIGHTHOUSE,38.658367,-76.188183,10,ET4.2,0.1
1990,MD,October,CHOPTANK RIVER,OYSTER SHELL POINT,38.589233,-76.005517,3,ET5.2,0.1
2011,MD,October,CHOPTANK RIVER,OYSTER SHELL POINT,38.589233,-76.005517,3,ET5.2,0.1
2019,MD,October,CHOPTANK RIVER,OYSTER SHELL POINT,38.589233,-76.005517,3,ET5.2,0.1
2010,MD,October,CHOPTANK RIVER,ROYSTON,38.686017,-76.241333,3,EE2.1,0.1
2008,MD,October,HARRIS CREEK,TILGHMAN WHARF,38.704033,-76.315567,3,CB3.3W,0.1
2010,MD,October,HARRIS CREEK,TILGHMAN WHARF,38.704033,-76.315567,3,CB3.3W,0.1
2014,MD,October,HARRIS CREEK,TILGHMAN WHARF,38.704033,-76.315567,7,CB3.3W,0.1
2019,MD,October,LITTLE CHOPTANK RIVER,RAGGED POINT (LC),38.53645,-76.28903333,60,EE3.0,0.1
2004,MD,October,LOWER BAY,BUTLER,38.109467,-76.3241,7,LE2.2,0.1
2013,MD,October,MIDDLE BAY,HOLLAND POINT (S),38.739367,-76.511667,5,CB4.1W,0.1
1993,MD,October,POTOMAC RIVER,LOWER CEDAR POINT,38.333783,-76.981867,7,RET4.2,0.1
1994,MD,October,POTOMAC RIVER,LOWER CEDAR POINT,38.333783,-76.981867,7,RET4.2,0.1
2006,MD,October,POTOMAC RIVER,LOWER CEDAR POINT,38.333783,-76.981867,10,RET4.2,0.1
2008,MD,October,POTOMAC RIVER,LOWER CEDAR POINT,38.333783,-76.981867,7,RET4.2,0.1
2014,MD,October,POTOMAC RIVER,LOWER CEDAR POINT,38.333783,-76.981867,3,RET4.2,0.1
1997,MD,October,POTOMAC RIVER,RAGGED POINT (PR),38.09142,-76.60055,0,ET8.1,0.1
2001,MD,October,POTOMAC RIVER,RAGGED POINT (PR),38.09142,-76.60055,33,ET8.1,0.1
2015,MD,October,POTOMAC RIVER,RAGGED POINT (PR),38.09142,-76.60055,0,ET8.1,0.1
1990,MD,October,UPPER BAY,SWAN POINT,39.13995,-76.302417,7,CB3.2,0.1
1994,MD,October,UPPER BAY,SWAN POINT,39.13995,-76.302417,3,CB3.2,0.1
1997,MD,October,UPPER BAY,SWAN POINT,39.13995,-76.302417,3,CB3.2,0.1
2010,MD,October,UPPER BAY,SWAN POINT,39.13995,-76.302417,3,CB3.2,0.1
2011,MD,October,UPPER BAY,SWAN POINT,39.13995,-76.302417,7,CB3.2,0.1
2019,MD,October,UPPER BAY,SWAN POINT,39.13995,-76.302417,3,CB3.2,0.1
2018,MD,October,GREAT WICOMICO RIVER,LANCASTER,38.276033,-76.824283,10,RET3.1,0.1
2003,VA,October,JAMES RIVER,MULBERRY POINT,37.119167,-76.63195,8,LE5.2,0.083333333
1991,VA,May,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,8,RET3.2,0.08
1996,VA,October,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,8,RET3.2,0.08
2018,VA,October,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,8,RET3.2,0.08
1998,VA,October,JAMES RIVER,DEEP WATER SHOAL,37.148883,-76.63555,8,LE5.1,0.08
1998,VA,October,JAMES RIVER,DEEP WATER SHOAL,37.148883,-76.63555,8,LE5.1,0.08
2016,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,8,LE5.2,0.08
2004,VA,October,JAMES RIVER,LONG SHOAL,37.07635,-76.617133,8,LE5.2,0.08
2014,VA,October,JAMES RIVER,MULBERRY POINT,37.119167,-76.63195,8,LE5.2,0.08
1993,VA,July,YEOCOMICO RIVER,MUNDY POINT 1,,,8,,0.08
2000,VA,October,JAMES RIVER,NANSEMOND RIDGE,36.922217,-76.452783,8,LE5.2,0.08
1998,VA,October,MOBJACK BAY,PULTZ BAR,37.35305,-76.352783,8,WE4.1,0.08
1998,VA,October,MOBJACK BAY,PULTZ BAR,37.35305,-76.352783,8,WE4.1,0.08
1991,VA,June,POTOMAC RIVER,ROSIER CREEK 1,,,8,,0.08
2002,VA,October,RAPPAHANNOCK RIVER,ROSS ROCK,37.901117,-76.789167,8,RET3.1,0.08
2003,VA,October,RAPPAHANNOCK RIVER,ROSS ROCK,37.901117,-76.789167,8,RET3.1,0.08
2018,MD,October,MIDDLE BAY,HOLLAND POINT (S),38.739367,-76.511667,7,CB4.1W,0.07
2018,MD,October,TANGIER SOUND,BACK COVE,38.030167,-75.979817,3,EE3.1,0.07
2018,MD,October,GREAT WICOMICO RIVER,MILLS WEST,38.334683,-76.860333,3,RET3.1,0.07
